,category,name,price,rating,review_count
2382,Grocery,Manantial Market Place,$$,4.5,15
2383,Peruvian,Cevichino,$$,4.0,33
2384,Mediterranean,Rice Mediterranean Kitchen,$$,4.0,178
2385,Steakhouses,Don Davis Steakhouse,$$,3.0,84
2386,Steakhouses,Morton's The Steakhouse,$$$,3.0,221
2387,Cuban,La Esquina Del Lechon,$$,4.0,235
2388,Juice Bars & Smoothies,Craft Food & Beer,$,4.5,35
2389,Cuban,La Palma Cafeteria,$,3.0,114
2390,Mexican,Cabo Flats,$$,2.5,226
2391,Chicken Wings,Buffalo Wild Wings,$$,2.5,243
2392,Japanese,Kiji Cuzco,$$,4.0,65
2393,Food Trucks,Pipo Burgers on Wheels,$,4.5,19
2394,Seafood,Mar Y Tierra,$$,4.0,39
2395,Mexican,Casa Brasolin,$$,4.5,29
2396,Ice Cream & Frozen Yogurt,Swensen's Grill & Ice Cream,$$,3.5,206
2397,Chinese,Confucio Express Gourmet,$$,3.0,149
2398,Peruvian,CeviShiro,$$,3.5,64
2399,Acai Bowls,Nomade-miami,$,4.5,19
