category,name,price,rating,review_count,url,zip
Chinese,China Express,$,4.0,96,https://www.yelp.com/biz/china-express-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33144
American (New),Palatino Jamaican Restaurant,$$,3.5,168,https://www.yelp.com/biz/palatino-jamaican-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Latin American,El Novillo Restaurant,$$,3.5,146,https://www.yelp.com/biz/el-novillo-restaurant-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Sandwiches,Chuck Wagon Restaurant,$,3.5,126,https://www.yelp.com/biz/chuck-wagon-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Italian,Coppola's Ristorante Italiano,$$,4.5,79,https://www.yelp.com/biz/coppolas-ristorante-italiano-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Cuban,Rincon Criollo Restaurant,$,4.0,97,https://www.yelp.com/biz/rincon-criollo-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33142
Italian,La Nonna Italian Restaurant,$,4.0,107,https://www.yelp.com/biz/la-nonna-italian-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33174
Greek,My Little Greek Deli,$,4.5,224,https://www.yelp.com/biz/my-little-greek-deli-miami-springs?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33166
Mexican,The Taco Stand,$,4.5,65,https://www.yelp.com/biz/the-taco-stand-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Spanish,Tasca De España,$$,3.5,176,https://www.yelp.com/biz/tasca-de-espa%C3%B1a-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Pizza,Pizza Deli & Company,$$,4.0,94,https://www.yelp.com/biz/pizza-deli-and-company-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Breweries,Titanic Brewery & Restaurant,$$,4.0,327,https://www.yelp.com/biz/titanic-brewery-and-restaurant-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
Gastropubs,Tap79 Gastropub & Craft Beer Bar,$$,4.0,165,https://www.yelp.com/biz/tap79-gastropub-and-craft-beer-bar-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Breakfast & Brunch,La Boulangerie Boul'Mich - Coral Way,$$,3.5,210,https://www.yelp.com/biz/la-boulangerie-boulmich-coral-way-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
Burgers,BurBowl,$,3.5,185,https://www.yelp.com/biz/burbowl-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Pizza,Spris Artisan Pizza,$$,4.0,138,https://www.yelp.com/biz/spris-artisan-pizza-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
American (New),Biscayne Tavern,$$,3.5,286,https://www.yelp.com/biz/biscayne-tavern-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Steakhouses,Quinto La Huella,$$$,3.5,263,https://www.yelp.com/biz/quinto-la-huella-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Burgers,Taurus,$$,3.5,117,https://www.yelp.com/biz/taurus-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Juice Bars & Smoothies,Green Berry,$$,4.0,212,https://www.yelp.com/biz/green-berry-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Steakhouses,Ruth's Chris Steak House,$$$,4.0,192,https://www.yelp.com/biz/ruths-chris-steak-house-coral-gables-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Thai,Bangkok Bangkok,$$,3.5,160,https://www.yelp.com/biz/bangkok-bangkok-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Italian,Caffe Abbracci,$$$,4.0,176,https://www.yelp.com/biz/caffe-abbracci-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Sports Bars,Duffy's Sports Grill,$$,3.5,198,https://www.yelp.com/biz/duffys-sports-grill-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33183
American (New),Mac & Chess,$$,4.5,76,https://www.yelp.com/biz/mac-and-chess-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33184
Cocktail Bars,Copper 29 Bar,$$,4.0,208,https://www.yelp.com/biz/copper-29-bar-coral-gables-5?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Vegetarian,Eden In Eden,$$,4.0,88,https://www.yelp.com/biz/eden-in-eden-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
Gluten-Free,Love Life Cafe,$$,4.5,55,https://www.yelp.com/biz/love-life-cafe-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Health Markets,The Honey Tree,$$,4.5,55,https://www.yelp.com/biz/the-honey-tree-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Sandwiches,Best Sub & Sandwich Shop,$,4.5,72,https://www.yelp.com/biz/best-sub-and-sandwich-shop-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
American (New),BrickTop's,$$,3.5,333,https://www.yelp.com/biz/bricktops-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Bars,Duffy's Tavern,$,3.5,121,https://www.yelp.com/biz/duffys-tavern-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Vegan,Plant Miami,$$$$,4.5,59,https://www.yelp.com/biz/plant-miami-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Colombian,San Pocho,$$,4.0,116,https://www.yelp.com/biz/san-pocho-miami-5?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Mediterranean,Shawarma Mediterranean Grill,$$,4.0,131,https://www.yelp.com/biz/shawarma-mediterranean-grill-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Argentine,Graziano's in Brickell,$$,4.0,139,https://www.yelp.com/biz/grazianos-in-brickell-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Coffee & Tea,Madruga Bakery,$$,5.0,94,https://www.yelp.com/biz/madruga-bakery-coral-gables-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
American (Traditional),Ms Cheezious,$$,4.0,196,https://www.yelp.com/biz/ms-cheezious-coral-gables-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Desserts,The Cheesecake Factory,$$,3.5,206,https://www.yelp.com/biz/the-cheesecake-factory-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33172
Breakfast & Brunch,Antigua Guatemala Restaurante,$$,4.0,92,https://www.yelp.com/biz/antigua-guatemala-restaurante-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33135
Thai,Royal Thai Food,$$,4.5,53,https://www.yelp.com/biz/royal-thai-food-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33172
Food Trucks,Che Milanesa,$,4.5,61,https://www.yelp.com/biz/che-milanesa-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33196
Pizza,PizzaRev,$,4.5,102,https://www.yelp.com/biz/pizzarev-coral-gables-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Chinese,Red Shallot,$,5.0,157,https://www.yelp.com/biz/red-shallot-doral?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33172
Bars,Bahama Breeze,$$,3.0,363,https://www.yelp.com/biz/bahama-breeze-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
French,Palme D'Or,$$$$,4.0,111,https://www.yelp.com/biz/palme-d-or-coral-gables-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Japanese,Akashi,$$,4.0,381,https://www.yelp.com/biz/akashi-south-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33143
Cuban,El Rey De Las Fritas,$,4.0,77,https://www.yelp.com/biz/el-rey-de-las-fritas-miami-12?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Burgers,Five Guys,$,4.0,103,https://www.yelp.com/biz/five-guys-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
Pizza,Apizza Brooklyn Resto + Vino,$$,4.5,383,https://www.yelp.com/biz/apizza-brooklyn-resto-vino-pinecrest?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Tacos,Pilo's Street Tacos,$,4.5,83,https://www.yelp.com/biz/pilos-street-tacos-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Japanese,Dragonfly Izakaya & Fish Market,$$,4.5,456,https://www.yelp.com/biz/dragonfly-izakaya-and-fish-market-doral?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33178
Mediterranean,Sawa Restaurant & Lounge,$$,4.0,313,https://www.yelp.com/biz/sawa-restaurant-and-lounge-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
Venezuelan,Central Park Food Station,$,4.5,203,https://www.yelp.com/biz/central-park-food-station-doral?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33122
Breakfast & Brunch,Balans Restaurant & Bar - MiMo,$$,3.5,216,https://www.yelp.com/biz/balans-restaurant-and-bar-mimo-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Pizza,Mister O1 - Wynwood,$$,4.5,54,https://www.yelp.com/biz/mister-o1-wynwood-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Argentine,Graziano's in the Gables,$$$,4.0,222,https://www.yelp.com/biz/grazianos-in-the-gables-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Fast Food,Chick-fil-A,$,4.0,69,https://www.yelp.com/biz/chick-fil-a-miami-5?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33174
French,La Crepe Bistro,$$,4.0,82,https://www.yelp.com/biz/la-crepe-bistro-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33143
Bars,Baires Grill Brickell,$$,4.0,105,https://www.yelp.com/biz/baires-grill-brickell-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Latin American,Bamboo Restaurant,$$,4.5,63,https://www.yelp.com/biz/bamboo-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Burgers,Al Carbon,$$,3.5,176,https://www.yelp.com/biz/al-carbon-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
Pizza,Che Tito's,$$,4.0,95,https://www.yelp.com/biz/che-titos-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Honduran,Paseo Catracho,$,3.5,134,https://www.yelp.com/biz/paseo-catracho-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Seafood,MesaMar Seafood Table,$$$,4.5,112,https://www.yelp.com/biz/mesamar-seafood-table-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Cafes,Le Marché Cafe,$,4.0,69,https://www.yelp.com/biz/le-march%C3%A9-cafe-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33129
Bars,The Bar,$$,4.0,241,https://www.yelp.com/biz/the-bar-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Sushi Bars,Kone Sushi,$$,3.5,168,https://www.yelp.com/biz/kone-sushi-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Lounges,Blue Martini Lounge,$$,3.0,349,https://www.yelp.com/biz/blue-martini-lounge-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Colombian,Mi Pueblo,$$,4.0,79,https://www.yelp.com/biz/mi-pueblo-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33174
Latin American,Casa Juan Restaurant,$$,4.0,131,https://www.yelp.com/biz/casa-juan-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33126
Food Trucks,Tacos The Fury,$,5.0,31,https://www.yelp.com/biz/tacos-the-fury-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33135
Sandwiches,Sarussi Cafe Subs,$,4.0,77,https://www.yelp.com/biz/sarussi-cafe-subs-miami-6?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Italian,Nunzio's Ristorante,$$,4.0,139,https://www.yelp.com/biz/nunzios-ristorante-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Delis,Mainzer's German Deli,$,4.5,35,https://www.yelp.com/biz/mainzers-german-deli-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Thai,Atchana's Homegrown Thai,$$,4.0,89,https://www.yelp.com/biz/atchanas-homegrown-thai-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Burgers,Pincho Factory,$$,3.5,136,https://www.yelp.com/biz/pincho-factory-miami-6?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Diners,Wagon's West Restaurant,$$,3.5,181,https://www.yelp.com/biz/wagons-west-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Latin American,Pastelmania,$,5.0,27,https://www.yelp.com/biz/pastelmania-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33126
Mediterranean,Butterfly Ball,$$,4.5,47,https://www.yelp.com/biz/butterfly-ball-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Fondue,The Melting Pot - Miami,$$$,3.5,164,https://www.yelp.com/biz/the-melting-pot-miami-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Burgers,Shula Burger,$$,3.5,177,https://www.yelp.com/biz/shula-burger-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Pizza,Holy Bagels & Pizzeria,$$,4.5,45,https://www.yelp.com/biz/holy-bagels-and-pizzeria-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33128
Bakeries,The Middle East Best Food,$,4.0,64,https://www.yelp.com/biz/the-middle-east-best-food-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
Pizza,Pizza Pazza,$$,3.5,195,https://www.yelp.com/biz/pizza-pazza-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Bars,Zest,$$,4.0,106,https://www.yelp.com/biz/zest-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Pizza,Empire Lounge & Pizzeria,$$,4.0,85,https://www.yelp.com/biz/empire-lounge-and-pizzeria-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33143
Bars,Bar Louie,$$,3.0,452,https://www.yelp.com/biz/bar-louie-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Sushi Bars,Ikura Sushi Lounge,$$,4.0,240,https://www.yelp.com/biz/ikura-sushi-lounge-coral-gables-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Latin American,My Ceviche,$$,4.0,172,https://www.yelp.com/biz/my-ceviche-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Peruvian,La Granja,$$,3.5,206,https://www.yelp.com/biz/la-granja-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Chinese,Chef Chen,$$,4.0,113,https://www.yelp.com/biz/chef-chen-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
Steakhouses,Nusr-Et,$$$$,3.5,249,https://www.yelp.com/biz/nusr-et-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Italian,D'Oro Caffe & Market,$$,4.0,70,https://www.yelp.com/biz/d-oro-caffe-and-market-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Mexican,Ernesto's Taco Shop,$,3.5,178,https://www.yelp.com/biz/ernestos-taco-shop-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
